fiscalYear,code,codeDotted,billable,previousLongTitle,newLongTitle,previousShortTitle,newShortTitle
2017,L7621,L76.21,true,Postprocedural hemorrhage and hematoma of skin and subcutaneous tissue following a dermatologic procedure,Postprocedural hemorrhage of skin and subcutaneous tissue following a dermatologic procedure,"Postproc hemor/hemtom of skin, subcu fol a dermatologic proc","Postproc hemor of skin, subcu fol a dermatologic procedure"
2017,L7622,L76.22,true,Postprocedural hemorrhage and hematoma of skin and subcutaneous tissue following other procedure,Postprocedural hemorrhage of skin and subcutaneous tissue following other procedure,"Postproc hemor/hemtom of skin, subcu following oth procedure","Postproc hemorrhage of skin, subcu following other procedure"
2017,M9683,M96.83,false,Postprocedural hemorrhage and hematoma of a musculoskeletal structure following a procedure,Postprocedural hemorrhage of a musculoskeletal structure following a procedure,Postproc hemor/hemtom of a ms structure fol a procedure,Postproc hemorrhage of a ms structure following a procedure
2017,M96830,M96.830,true,Postprocedural hemorrhage and hematoma of a musculoskeletal structure following a musculoskeletal system procedure,Postprocedural hemorrhage of a musculoskeletal structure following a musculoskeletal system procedure,Postproc hemor/hemtom of a ms structure fol a ms sys proc,Postproc hemor of a ms structure fol a ms sys procedure
2017,M96831,M96.831,true,Postprocedural hemorrhage and hematoma of a musculoskeletal structure following other procedure,Postprocedural hemorrhage of a musculoskeletal structure following other procedure,Postproc hemor/hemtom of a ms structure fol oth procedure,Postproc hemor of a ms structure following other procedure
2017,N10,N10,true,Acute tubulo-interstitial nephritis,Acute pyelonephritis,Acute tubulo-interstitial nephritis,Acute pyelonephritis
2017,N40,N40,false,Enlarged prostate,Benign prostatic hyperplasia,Enlarged prostate,Benign prostatic hyperplasia
2017,N400,N40.0,true,Enlarged prostate without lower urinary tract symptoms,Benign prostatic hyperplasia without lower urinary tract symptoms,Enlarged prostate without lower urinary tract symptoms,Benign prostatic hyperplasia without lower urinry tract symp
2017,N401,N40.1,true,Enlarged prostate with lower urinary tract symptoms,Benign prostatic hyperplasia with lower urinary tract symptoms,Enlarged prostate with lower urinary tract symptoms,Benign prostatic hyperplasia with lower urinary tract symp
2017,N523,N52.3,false,Post-surgical erectile dysfunction,Postprocedural erectile dysfunction,Post-surgical erectile dysfunction,Postprocedural erectile dysfunction
2017,N5239,N52.39,true,Other post-surgical erectile dysfunction,Other and unspecified postprocedural erectile dysfunction,Other post-surgical erectile dysfunction,Other and unspecified postprocedural erectile dysfunction
2017,N99113,N99.113,true,Postprocedural anterior urethral stricture,Postprocedural anterior bulbous urethral stricture,Postprocedural anterior urethral stricture,Postprocedural anterior bulbous urethral stricture
2017,N9952,N99.52,false,Complication of other external stoma of urinary tract,Complication of incontinent external stoma of urinary tract,Complication of other external stoma of urinary tract,Complication of incontinent external stoma of urinary tract
2017,N99520,N99.520,true,Hemorrhage of other external stoma of urinary tract,Hemorrhage of incontinent external stoma of urinary tract,Hemorrhage of other external stoma of urinary tract,Hemorrhage of incontinent external stoma of urinary tract
2017,N99521,N99.521,true,Infection of other external stoma of urinary tract,Infection of incontinent external stoma of urinary tract,Infection of other external stoma of urinary tract,Infection of incontinent external stoma of urinary tract
2017,N99522,N99.522,true,Malfunction of other external stoma of urinary tract,Malfunction of incontinent external stoma of urinary tract,Malfunction of other external stoma of urinary tract,Malfunction of incontinent external stoma of urinary tract
2017,N99528,N99.528,true,Other complication of other external stoma of urinary tract,Other complication of incontinent external stoma of urinary tract,Other complication of other external stoma of urinary tract,Other comp of incontinent external stoma of urinary tract
2017,N9953,N99.53,false,Complication of other stoma of urinary tract,Complication of continent stoma of urinary tract,Complication of other stoma of urinary tract,Complication of continent stoma of urinary tract
2017,N99530,N99.530,true,Hemorrhage of other stoma of urinary tract,Hemorrhage of continent stoma of urinary tract,Hemorrhage of other stoma of urinary tract,Hemorrhage of continent stoma of urinary tract
2017,N99531,N99.531,true,Infection of other stoma of urinary tract,Infection of continent stoma of urinary tract,Infection of other stoma of urinary tract,Infection of continent stoma of urinary tract
2017,N99532,N99.532,true,Malfunction of other stoma of urinary tract,Malfunction of continent stoma of urinary tract,Malfunction of other stoma of urinary tract,Malfunction of continent stoma of urinary tract
2017,N99538,N99.538,true,Other complication of other stoma of urinary tract,Other complication of continent stoma of urinary tract,Other complication of other stoma of urinary tract,Other complication of continent stoma of urinary tract
2017,N9982,N99.82,false,Postprocedural hemorrhage and hematoma of a genitourinary system organ or structure following a procedure,Postprocedural hemorrhage of a genitourinary system organ or structure following a procedure,Postproc hemor/hemtom of a GU sys org following a procedure,Postproc hemorrhage of a GU sys org following a procedure
2017,N99820,N99.820,true,Postprocedural hemorrhage and hematoma of a genitourinary system organ or structure following a genitourinary system procedure,Postprocedural hemorrhage of a genitourinary system organ or structure following a genitourinary system procedure,Postproc hemor/hemtom of a GU sys org fol a GU sys procedure,Postproc hemor of a GU sys org following a GU sys procedure
2017,N99821,N99.821,true,Postprocedural hemorrhage and hematoma of a genitourinary system organ or structure following other procedure,Postprocedural hemorrhage of a genitourinary system organ or structure following other procedure,Postproc hemor/hemtom of a GU sys org fol oth procedure,Postproc hemor of a GU sys org following other procedure
2017,O091,O09.1,false,Supervision of pregnancy with history of ectopic or molar pregnancy,Supervision of pregnancy with history of ectopic pregnancy,Suprvsn of pregnancy w history of ectopic or molar pregnancy,Supervision of pregnancy with history of ectopic pregnancy
2017,O0910,O09.10,true,"Supervision of pregnancy with history of ectopic or molar pregnancy, unspecified trimester","Supervision of pregnancy with history of ectopic pregnancy, unspecified trimester","Suprvsn of preg w history of ectopic or molar preg, unsp tri","Suprvsn of preg with history of ectopic preg, unsp trimester"
2017,O0911,O09.11,true,"Supervision of pregnancy with history of ectopic or molar pregnancy, first trimester","Supervision of pregnancy with history of ectopic pregnancy, first trimester","Suprvsn of preg w history of ect or molar preg, first tri","Suprvsn of preg with history of ectopic preg, first tri"
2017,O0912,O09.12,true,"Supervision of pregnancy with history of ectopic or molar pregnancy, second trimester","Supervision of pregnancy with history of ectopic pregnancy, second trimester","Suprvsn of preg w history of ect or molar preg, second tri","Suprvsn of preg with history of ectopic preg, second tri"
2017,O0913,O09.13,true,"Supervision of pregnancy with history of ectopic or molar pregnancy, third trimester","Supervision of pregnancy with history of ectopic pregnancy, third trimester","Suprvsn of preg w history of ect or molar preg, third tri","Suprvsn of preg with history of ectopic preg, third tri"
2017,O150,O15.0,false,Eclampsia in pregnancy,Eclampsia complicating pregnancy,Eclampsia in pregnancy,Eclampsia complicating pregnancy
2017,O1500,O15.00,true,"Eclampsia in pregnancy, unspecified trimester","Eclampsia complicating pregnancy, unspecified trimester","Eclampsia in pregnancy, unspecified trimester","Eclampsia complicating pregnancy, unspecified trimester"
2017,O1502,O15.02,true,"Eclampsia in pregnancy, second trimester","Eclampsia complicating pregnancy, second trimester","Eclampsia in pregnancy, second trimester","Eclampsia complicating pregnancy, second trimester"
2017,O1503,O15.03,true,"Eclampsia in pregnancy, third trimester","Eclampsia complicating pregnancy, third trimester","Eclampsia in pregnancy, third trimester","Eclampsia complicating pregnancy, third trimester"
2017,O151,O15.1,true,Eclampsia in labor,Eclampsia complicating labor,Eclampsia in labor,Eclampsia complicating labor
2017,O152,O15.2,true,Eclampsia in the puerperium,Eclampsia complicating the puerperium,Eclampsia in the puerperium,Eclampsia complicating the puerperium
2017,O240,O24.0,false,"Pre-existing diabetes mellitus, type 1, in pregnancy, childbirth and the puerperium","Pre-existing type 1 diabetes mellitus, in pregnancy, childbirth and the puerperium","Pre-exist diabetes, type 1, in preg, chldbrth and the puerp","Pre-exist type 1 diabetes, in preg, chldbrth and the puerp"
2017,O2401,O24.01,false,"Pre-existing diabetes mellitus, type 1, in pregnancy","Pre-existing type 1 diabetes mellitus, in pregnancy","Pre-existing diabetes mellitus, type 1, in pregnancy","Pre-existing type 1 diabetes mellitus, in pregnancy"
2017,O24011,O24.011,true,"Pre-existing diabetes mellitus, type 1, in pregnancy, first trimester","Pre-existing type 1 diabetes mellitus, in pregnancy, first trimester","Pre-existing diabetes, type 1, in pregnancy, first trimester","Pre-existing type 1 diabetes, in pregnancy, first trimester"
2017,O24012,O24.012,true,"Pre-existing diabetes mellitus, type 1, in pregnancy, second trimester","Pre-existing type 1 diabetes mellitus, in pregnancy, second trimester","Pre-exist diabetes, type 1, in pregnancy, second trimester","Pre-existing type 1 diabetes, in pregnancy, second trimester"
2017,O24013,O24.013,true,"Pre-existing diabetes mellitus, type 1, in pregnancy, third trimester","Pre-existing type 1 diabetes mellitus, in pregnancy, third trimester","Pre-existing diabetes, type 1, in pregnancy, third trimester","Pre-existing type 1 diabetes, in pregnancy, third trimester"
2017,O24019,O24.019,true,"Pre-existing diabetes mellitus, type 1, in pregnancy, unspecified trimester","Pre-existing type 1 diabetes mellitus, in pregnancy, unspecified trimester","Pre-existing diabetes, type 1, in pregnancy, unsp trimester","Pre-exist type 1 diabetes, in pregnancy, unsp trimester"
2017,O2402,O24.02,true,"Pre-existing diabetes mellitus, type 1, in childbirth","Pre-existing type 1 diabetes mellitus, in childbirth","Pre-existing diabetes mellitus, type 1, in childbirth","Pre-existing type 1 diabetes mellitus, in childbirth"
2017,O2403,O24.03,true,"Pre-existing diabetes mellitus, type 1, in the puerperium","Pre-existing type 1 diabetes mellitus, in the puerperium","Pre-existing diabetes mellitus, type 1, in the puerperium","Pre-existing type 1 diabetes mellitus, in the puerperium"
2017,O241,O24.1,false,"Pre-existing diabetes mellitus, type 2, in pregnancy, childbirth and the puerperium","Pre-existing type 2 diabetes mellitus, in pregnancy, childbirth and the puerperium","Pre-exist diabetes, type 2, in preg, chldbrth and the puerp","Pre-exist type 2 diabetes, in preg, chldbrth and the puerp"
2017,O2411,O24.11,false,"Pre-existing diabetes mellitus, type 2, in pregnancy","Pre-existing type 2 diabetes mellitus, in pregnancy","Pre-existing diabetes mellitus, type 2, in pregnancy","Pre-existing type 2 diabetes mellitus, in pregnancy"
2017,O24111,O24.111,true,"Pre-existing diabetes mellitus, type 2, in pregnancy, first trimester","Pre-existing type 2 diabetes mellitus, in pregnancy, first trimester","Pre-existing diabetes, type 2, in pregnancy, first trimester","Pre-existing type 2 diabetes, in pregnancy, first trimester"
2017,O24112,O24.112,true,"Pre-existing diabetes mellitus, type 2, in pregnancy, second trimester","Pre-existing type 2 diabetes mellitus, in pregnancy, second trimester","Pre-exist diabetes, type 2, in pregnancy, second trimester","Pre-existing type 2 diabetes, in pregnancy, second trimester"
2017,O24113,O24.113,true,"Pre-existing diabetes mellitus, type 2, in pregnancy, third trimester","Pre-existing type 2 diabetes mellitus, in pregnancy, third trimester","Pre-existing diabetes, type 2, in pregnancy, third trimester","Pre-existing type 2 diabetes, in pregnancy, third trimester"
2017,O24119,O24.119,true,"Pre-existing diabetes mellitus, type 2, in pregnancy, unspecified trimester","Pre-existing type 2 diabetes mellitus, in pregnancy, unspecified trimester","Pre-existing diabetes, type 2, in pregnancy, unsp trimester","Pre-exist type 2 diabetes, in pregnancy, unsp trimester"
2017,O2412,O24.12,true,"Pre-existing diabetes mellitus, type 2, in childbirth","Pre-existing type 2 diabetes mellitus, in childbirth","Pre-existing diabetes mellitus, type 2, in childbirth","Pre-existing type 2 diabetes mellitus, in childbirth"
2017,O2413,O24.13,true,"Pre-existing diabetes mellitus, type 2, in the puerperium","Pre-existing type 2 diabetes mellitus, in the puerperium","Pre-existing diabetes mellitus, type 2, in the puerperium","Pre-existing type 2 diabetes mellitus, in the puerperium"
2017,O440,O44.0,false,Placenta previa specified as without hemorrhage,Complete placenta previa NOS or without hemorrhage,Placenta previa specified as without hemorrhage,Complete placenta previa NOS or without hemorrhage
2017,O4400,O44.00,true,"Placenta previa specified as without hemorrhage, unspecified trimester","Complete placenta previa NOS or without hemorrhage, unspecified trimester","Placenta previa specified as w/o hemorrhage, unsp trimester","Complete placenta previa NOS or without hemor, unsp tri"
2017,O4401,O44.01,true,"Placenta previa specified as without hemorrhage, first trimester","Complete placenta previa NOS or without hemorrhage, first trimester","Placenta previa specified as w/o hemorrhage, first trimester","Complete placenta previa NOS or without hemor, first tri"
2017,O4402,O44.02,true,"Placenta previa specified as without hemorrhage, second trimester","Complete placenta previa NOS or without hemorrhage, second trimester","Placenta previa specified as w/o hemor, second trimester","Complete placenta previa NOS or without hemor, second tri"
2017,O4403,O44.03,true,"Placenta previa specified as without hemorrhage, third trimester","Complete placenta previa NOS or without hemorrhage, third trimester","Placenta previa specified as w/o hemorrhage, third trimester","Complete placenta previa NOS or without hemor, third tri"
